VMD-mean,VMD-standard deviation,VMD-root mean square,VMD-root sum of squares,VMD-crest factor,VMD-shape factor,VMD-energy,VMD-mean abs deviation,VMD-median abs deviation,VMD-skewness,VMD-kurtosis,VMD-peak to peak,VMD-log energy,VMD-peak to rms,VMD-s.mean,VMD-s.standard deviation,VMD-s.skewness,VMD-s.kurtosis,VMD-spectral centroid,VMD-spectral rolloff,VMD-spectral flatness,VMD-GFCC-1,VMD-MFCC-1,VMD-GFCC-2,VMD-MFCC-2,VMD-GFCC-3,VMD-MFCC-3,VMD-GFCC-4,VMD-MFCC-4,VMD-GFCC-5,VMD-MFCC-5,VMD-GFCC-6,VMD-MFCC-6,VMD-GFCC-7,VMD-MFCC-7,VMD-GFCC-8,VMD-MFCC-8,VMD-GFCC-9,VMD-MFCC-9,VMD-GFCC-10,VMD-MFCC-10,VMD-GFCC-11,VMD-MFCC-11,VMD-GFCC-12,VMD-MFCC-12,VMD-GFCC-13,VMD-MFCC-13,Approx Coeff-mean,Approx Coeff-standard deviation,Approx Coeff-root mean square,Approx Coeff-root sum of squares,Approx Coeff-crest factor,Approx Coeff-shape factor,Approx Coeff-energy,Approx Coeff-mean abs deviation,Approx Coeff-median abs deviation,Approx Coeff-skewness,Approx Coeff-kurtosis,Approx Coeff-peak to peak,Approx Coeff-log energy,Approx Coeff-peak to rms,Approx Coeff-s.mean,Approx Coeff-s.standard deviation,Approx Coeff-s.skewness,Approx Coeff-s.kurtosis,Approx Coeff-spectral centroid,Approx Coeff-spectral rolloff,Approx Coeff-spectral flatness,Approx Coeff-MFCC-1,Approx Coeff-GFCC-1,Approx Coeff-MFCC-2,Approx Coeff-GFCC-2,Approx Coeff-MFCC-3,Approx Coeff-GFCC-3,Approx Coeff-MFCC-4,Approx Coeff-GFCC-4,Approx Coeff-MFCC-5,Approx Coeff-GFCC-5,Approx Coeff-MFCC-6,Approx Coeff-GFCC-6,Approx Coeff-MFCC-7,Approx Coeff-GFCC-7,Approx Coeff-MFCC-8,Approx Coeff-GFCC-8,Approx Coeff-MFCC-9,Approx Coeff-GFCC-9,Approx Coeff-MFCC-10,Approx Coeff-GFCC-10,Approx Coeff-MFCC-11,Approx Coeff-GFCC-11,Approx Coeff-MFCC-12,Approx Coeff-GFCC-12,Approx Coeff-MFCC-13,Approx Coeff-GFCC-13,Detail Coeff-mean,Detail Coeff-standard deviation,Detail Coeff-root mean square,Detail Coeff-root sum of squares,Detail Coeff-crest factor,Detail Coeff-shape factor,Detail Coeff-energy,Detail Coeff-mean abs deviation,Detail Coeff-median abs deviation,Detail Coeff-skewness,Detail Coeff-kurtosis,Detail Coeff-peak to peak,Detail Coeff-log energy,Detail Coeff-peak to rms,Detail Coeff-s.mean,Detail Coeff-s.standard deviation,Detail Coeff-s.skewness,Detail Coeff-s.kurtosis,Detail Coeff-spectral centroid,Detail Coeff-spectral rolloff,Detail Coeff-spectral flatness,Detail Coeff-GFCC-1,Detail Coeff-MFCC-1,Detail Coeff-GFCC-2,Detail Coeff-MFCC-2,Detail Coeff-GFCC-3,Detail Coeff-MFCC-3,Detail Coeff-GFCC-4,Detail Coeff-MFCC-4,Detail Coeff-GFCC-5,Detail Coeff-MFCC-5,Detail Coeff-GFCC-6,Detail Coeff-MFCC-6,Detail Coeff-GFCC-7,Detail Coeff-MFCC-7,Detail Coeff-GFCC-8,Detail Coeff-MFCC-8,Detail Coeff-GFCC-9,Detail Coeff-MFCC-9,Detail Coeff-GFCC-10,Detail Coeff-MFCC-10,Detail Coeff-GFCC-11,Detail Coeff-MFCC-11,Detail Coeff-GFCC-12,Detail Coeff-MFCC-12,Detail Coeff-GFCC-13,Detail Coeff-MFCC-13,Disease
-0.004560567,0.023855883,0.024662902,6.975722056,23.71698639,1.79686052,83.43161739,0.016288786,0.016286203,-0.150822433,151.2755314,0.536021447,2.449015293,0.206568556,0.933067945,7.187803946,14.75994487,716.6662881,1077.478398,1270.064666,0.000139471,-661.292186,-586.2774699,44.72829321,101.5289295,17.97064168,40.90316823,-1.264730644,15.87286812,-1.348950804,13.52639675,11.12855498,10.51426449,19.48447926,12.41312319,14.11648959,17.18731828,0.578717381,12.91454363,-7.911498413,5.088084258,-4.162678294,4.670302192,7.262397212,9.30500386,16.36213672,11.06756696,-1.946850896,7.960166454,8.194783211,44.88467789,1.746338606,1.165123224,2014.634155,7.51555872,6.249420643,-0.599436194,-1.530804145,19.41096115,7.608192921,-3.094687939,27.15386581,41.52416611,2.377760327,5.168247729,2424.821302,5275.634766,0.08605364,234.73172,-200.9413009,86.06526184,115.793226,37.61903381,45.64276235,10.01549721,27.33329949,-1.944184542,14.51925007,27.25230598,8.403492904,6.424955368,4.183465956,4.004028797,1.273960648,0.010197892,-0.812807065,-32.71636963,-1.836703736,-8.913845062,-2.163886362,13.369977,-1.82182753,-3.9483881,-1.209913069,0.002709372,0.337935954,0.338110745,4.088622093,11.98383617,1.754530787,31.32236671,0.201585338,0.200911269,0.477202609,63.48391308,2.847248316,1.71400702,1.174732685,3.389199495,4.04091692,1.155690021,1.642209492,6214.306521,9517.892845,0.387679011,-334.1685005,-45.70529938,-70.53205234,-20.29404831,6.292798677,2.297114849,-12.26680947,-7.769443512,8.708488369,5.784873962,-1.059481546,-1.213242292,-5.702139075,-2.887814045,5.42566192,0.288186193,-2.323865728,-8.544650078,2.460205653,-5.59104681,-3.657249981,-2.946712494,1.089659562,-0.753938556,-1.910408341,-3.516775131,Asthma
0.019521519,0.061221106,0.064587047,18.26797551,20.0748194,1.536686586,1068.59848,0.047105547,0.047105516,0.10514913,173.5137787,0.654245338,2.883630122,0.277072656,2.724147103,19.1668965,10.59363479,480.0005804,2008.868669,2437.006548,0.000537475,-677.6554853,-531.9222851,54.78622457,138.9486438,-16.57478064,12.70608213,-12.89198427,27.15281598,13.68602834,5.240352155,5.296914685,-2.445419003,-2.386547461,3.623656013,9.836202495,14.69049943,5.94146484,12.45936512,-14.90847175,5.322455704,-17.2763636,9.291460027,0.371120776,13.0294709,12.62253307,15.95099249,12.8244915,4.510725021,13.59463787,74.46089935,1.655814648,1.060052752,5544.425293,4.218714714,3.629168987,0.600746779,-1.285004759,15.10287285,8.620548248,8.91556263,39.97225952,96.70066071,3.409365311,10.05433867,2486.707109,6287.695313,0.068849549,271.9801636,-174.5042705,68.28170776,136.371721,30.93946457,54.6603717,20.54332733,32.67937307,23.03023148,16.25434312,11.60910416,7.918149191,8.903452873,2.492400217,12.733181,-0.571886931,8.641420364,-2.136211577,1.706146717,-2.353826904,-23.74268723,-2.080326476,8.871395111,-1.516847426,8.999390602,-0.870578119,0.00837619,0.896105587,0.897770822,11.55517292,8.891845703,1.506035566,269.530365,0.575751424,0.574774563,-0.335338681,22.46677221,6.200336933,3.832393169,2.016797066,9.75288868,11.52296257,1.035157541,1.692407744,6126.657777,9603.050076,0.429587036,-250.1494966,71.93096924,-87.6514788,-20.48160553,15.08532767,-3.321354866,-11.74493312,-8.486841202,9.239403359,4.745785713,-2.772328671,-3.34700346,-5.646201007,1.778039813,5.555437277,0.972570896,-4.892059411,-0.334219456,1.649221763,0.477958441,-3.055011256,-7.263678551,0.265518637,-4.731297493,-2.143708445,1.982561231,Asthma
-0.002516863,0.034677694,0.034784715,9.838603068,9.064753658,1.471741156,273.3954884,0.023646349,0.023624944,0.127383882,5.951141888,0.526197502,1.724257104,0.208117425,1.628605241,9.868456137,12.1603146,576.5042552,2061.172803,2457.819692,0.000574327,-711.7081695,-569.3406875,48.12332287,122.4436734,-31.64883371,1.575750936,-16.11348354,36.44598317,19.95854802,8.823839381,10.06974301,9.250027316,1.321864797,5.8505158,10.77608422,13.14528645,3.07794697,7.59980461,-14.36255167,-1.243999017,-12.88784432,3.996161565,2.430023682,6.770845344,12.80284783,7.340833816,-7.111783504,9.858137131,12.15567017,66.5793457,1.859076142,1.646193027,4432.80957,9.260202408,7.372024059,-0.663892505,-1.483001046,23.82961082,8.396788597,-10.92437553,43.13141632,71.58803558,1.928568648,2.303362358,2427.993987,5512.5,0.080658711,271.7609558,-343.866559,83.23187256,111.3973673,29.444561,22.20523607,21.71767426,10.4238607,6.999865532,1.527288198,22.71924973,1.48700457,17.70814896,2.036549337,4.558372021,2.432335443,-7.357460976,1.708616661,-46.59993744,0.834340455,12.04508591,0.09290215,10.11126328,0.028787914,-11.15425587,-0.166435423,-0.005174392,0.360047728,0.360565901,5.76303196,6.378070831,1.51824069,74.07984924,0.238692373,0.237624049,-0.002823548,5.031508294,2.702287912,2.350649834,0.933333039,4.758390427,5.759588242,1.318966162,3.377545776,6216.646965,9623.260808,0.383265078,-359.6499133,-10.69404984,-60.01959545,-21.86929703,4.082883524,4.899608612,-32.16389956,-5.098913193,-3.439462288,-0.424548388,2.401643045,-6.502182961,-7.084786403,0.60141778,4.18530759,-0.631117463,-3.86215314,-2.76448679,3.441863549,0.996088982,-0.871395032,-1.243627071,0.992798051,1.485206366,0.860798211,-0.357252777,Asthma
-0.000203458,0.056193044,0.056193532,15.89393087,13.2978474,1.403473039,452.2428851,0.043269182,0.043267779,-0.036525042,23.65944505,0.751698292,3.857748889,0.274882078,2.255700651,15.89136036,9.017473696,114.0380605,1073.52447,1283.728649,7.69E-05,-632.2997061,-546.1855734,64.0293092,140.1144877,26.44256399,52.87810493,-0.336972768,22.88155854,-0.440811743,17.21108041,15.73606832,8.207027712,25.54840236,9.342235869,17.99937953,14.74685096,1.96043613,10.80178503,-6.557341222,5.295082866,-1.488529719,6.140421651,9.708785286,9.748300597,16.40024759,10.90186663,-3.446130037,16.25884819,16.62004662,91.03174591,1.710035205,1.15290904,8286.77832,15.3347168,12.2638464,-0.652720917,-1.494300816,37.33359909,9.022416115,-7.707310677,54.78390121,83.30162811,2.363006422,5.122457925,2429.560593,5329.467773,0.079601675,303.1279907,-137.8154019,89.46635437,119.6087932,26.95474243,46.55818842,21.64230347,28.17710835,-3.997309208,15.09833427,20.680439,8.811106968,18.58256531,4.36123608,-2.360376835,1.247937333,-6.821863174,-0.98839274,-42.53916931,-2.044986175,11.56648922,-2.311502096,5.340415955,-1.893398731,-7.903873444,-1.244329155,-0.004837879,0.586900711,0.587266922,8.271323204,7.026123524,1.470662355,149.5563202,0.39180702,0.390996397,0.266475364,11.38883695,3.827724934,2.934168816,1.401454926,6.902510166,8.245029449,1.065024438,2.579291982,6274.227349,9646.448964,0.408024251,-293.2357646,25.01730347,-56.48994644,-25.29264069,-4.766340678,-5.095643997,-21.19877179,-9.537530899,0.641764893,-1.200026512,-4.807252935,-9.201487541,-0.110007815,1.955751419,4.456246481,-0.687909245,-1.553130421,-1.973515987,-1.354396111,-0.295408428,-3.66717455,0.3661291,1.307168592,-3.547075033,0.545618997,0.610417306,Asthma
-1.73E-05,0.062281478,0.062281482,17.61586317,10.50807345,1.427231883,568.7474568,0.046204919,0.046204868,-0.01993585,11.56483064,0.642311279,3.963404578,0.255954437,2.260583002,17.61529875,9.499742379,130.4487125,1065.519045,1269.498905,3.70E-05,-621.125667,-542.3921145,60.32517972,132.779289,24.3353848,51.17733558,-2.046160537,18.55278678,-3.253605459,14.42702684,12.26578406,8.886254604,23.32145811,11.33955225,17.98711964,16.72650374,3.018032897,11.94863466,-6.224457795,5.837665238,-2.271992434,6.494520378,9.002995915,9.796207908,16.88680481,10.71748578,15.97275734,23.13704872,28.11497879,153.9920807,1.959394932,1.66896522,23713.56055,21.30305862,16.73941994,0.778833004,-1.275720363,56.29003906,10.07380199,26.9733696,102.2553635,164.7806854,1.869019681,2.095892589,2599.475377,6621.459961,0.096600235,360.8759155,-274.4938737,76.62319183,145.6330661,39.26715851,10.63757999,9.740028381,21.19913787,0.038904369,-2.476494735,41.42887115,5.47809093,9.961652756,0.004848674,5.193539619,3.773213713,-21.60557938,0.106635794,-30.91241074,1.086394077,16.7321167,-1.123988433,-1.264455676,-0.044618894,-13.06472397,-0.833987745,-0.010828793,0.998041391,0.998646975,10.95030785,7.72376442,1.56269598,240.794754,0.580750823,0.579844117,-0.073236455,11.90697108,6.995923996,3.350335121,2.619903326,9.209943771,10.84597778,1.105420968,2.698840539,6459.536526,9792.848411,0.413448334,-276.5639152,39.89272308,-83.15662825,-28.59096146,25.72365458,4.988251209,-18.08447248,-6.161780834,-1.709351805,3.254341125,-2.417703878,-3.31682992,-2.132868852,2.050582409,-3.215689773,1.703334808,-4.030398417,-4.547876358,0.297935828,-5.305804729,-2.119440397,-3.598416805,2.161226164,-0.600736618,0.903310242,-0.929137468,Asthma
-0.001370814,0.056062813,0.056084438,15.8630747,11.35871138,1.455033695,436.1381874,0.040035973,0.040027355,0.021199872,15.5794585,0.671501159,4.255000552,0.270789616,2.104921493,15.86880302,9.779219311,142.0372407,1068.131768,1262.401177,0.00011055,-618.1976653,-526.4357594,61.2913512,135.9362814,27.27994611,56.74056017,2.606694297,26.34962937,1.533116078,12.16419554,15.38648654,2.817343969,23.84469322,4.452393467,16.23562833,6.438747565,0.147845082,3.864768912,-9.140595483,-0.312635591,-4.810812802,0.976816972,6.741162902,7.020274145,14.77624473,9.759171237,-5.355823994,12.18417263,13.30935478,72.89833832,1.190686345,1.023502588,5314.167969,11.57551289,9.534526825,0.587146262,-1.574775114,28.79375267,8.578131676,-0.362869263,46.07289886,69.15839386,1.939875464,2.58469309,2245.268506,5017.236328,0.066738904,273.8208008,-93.04690216,92.11960602,120.2168023,31.96224976,48.82189262,15.97591591,29.30576279,2.652089119,15.35466501,21.52131271,8.359327353,10.52689552,3.627873954,-0.359098345,0.602840274,-3.096779823,-1.332788732,-11.53888893,-2.096615343,0.293052912,-2.19934565,10.80794239,-1.743193895,-4.628946304,-1.075906051,-0.004559502,0.494810045,0.495641649,7.700172424,7.089122295,1.473076344,136.4754944,0.332453221,0.330071568,-0.102242354,9.589541615,3.446951151,2.842589617,1.217204094,6.358749866,7.664291859,1.153137675,3.00899752,6157.407507,9555.474233,0.408362806,-333.3011452,18.89320755,-48.41565482,-19.40286446,3.402171581,2.545148611,-24.85996537,-8.571594238,5.380784353,1.793591738,-0.352074912,-2.928257942,-5.856627526,-0.717216253,-1.730315198,2.179558754,-4.22089362,-5.688556671,0.852910502,-4.408543587,-0.965826455,-1.514511824,0.095500341,-0.442488015,-1.481983809,-1.110205054,Asthma
-0.000810336,0.020877584,0.020896804,5.91050885,24.04127652,2.625823379,86.5344037,0.012197032,0.012195908,0.150571527,178.0104379,0.679158657,2.286220455,0.343108113,0.916012898,5.915667628,7.607999856,79.31774799,1324.663817,1573.17536,0.000214928,-639.1060446,-584.8802188,43.04297634,96.34574825,20.70450381,45.86700871,2.408508912,8.762007256,-2.212469433,-2.286433575,2.66084388,0.610754327,5.177380812,5.584472021,-1.419996966,8.529154084,-12.54016041,7.542025987,-17.83355354,4.168629914,-11.9173294,3.783021418,0.768012809,7.457120528,10.9312959,9.250559305,-9.051514626,12.88445854,15.74608517,86.24485779,1.914389133,1.662776828,7438.175781,11.90859985,9.431809425,-0.737694654,-1.351739207,31.12265205,8.914381027,-14.76756859,56.44321823,92.45513153,1.884986473,2.153920732,2506.202576,5770.898438,0.087961048,300.5999756,-329.7074504,80.46612549,135.4269742,34.3669281,15.16942885,15.4368,16.18749178,1.412640572,-0.342108215,34.91270828,3.028822142,13.04389,1.226552747,4.873247147,2.661850234,-16.31580734,1.005068658,-39.03860092,0.653700294,18.71837616,-0.479803119,1.165501833,-0.171039867,-11.36671257,-0.427819542,-0.002593356,0.410921037,0.411099523,4.319310188,10.94235897,2.032586098,35.71884918,0.217090234,0.21666795,-0.323328533,56.45194788,3.462697506,1.916301012,1.174845457,3.603293657,4.284516811,0.913814624,1.233060906,6444.761607,9768.128455,0.395607084,-333.7410071,-47.04855728,-84.71868616,-31.81472206,23.14406523,2.637752056,-1.108483521,-7.199769974,-7.806845116,1.545525074,-2.636882697,-4.856173992,-1.359751004,2.95982933,-0.689785074,3.011940241,-0.58375726,-4.200631142,2.836407637,-5.977908611,-3.447863266,-1.177176714,2.747585463,0.645353794,-2.633071055,-1.603036165,Asthma
-0.001121952,0.068384837,0.06839652,19.34545733,9.838662261,1.434437149,655.4067958,0.050163743,0.050161566,-0.018454809,7.140682765,0.822722572,4.989949959,0.339835549,2.989657542,19.34827207,8.509003367,98.23774701,1117.708207,1302.570202,5.93E-05,-584.5258038,-492.9912746,63.31221257,141.0574883,30.10259537,57.96503073,4.76748167,15.66776059,1.341201257,5.134447118,12.85629029,-0.421218122,20.72355746,2.32745793,14.29627125,9.818470906,-0.318057006,9.169670803,-8.939244536,3.626562893,-4.441654693,3.396369722,7.572787322,8.632608658,16.32829773,10.83409915,-11.03400993,9.41049099,14.50195599,79.43048096,1.873327613,1.314296126,6309.20166,8.657637596,6.691721439,-0.814545282,-1.219402741,24.42702866,8.749764442,-17.24184036,51.11647797,93.79171753,2.567371659,5.725395511,2566.104853,6470.727539,0.095098138,295.3851013,-216.7503629,75.93551636,119.6306418,34.50572205,52.83913438,12.0436697,30.27597613,3.947827339,14.07916285,38.30215454,5.82519881,8.012259483,1.257377016,4.627754688,-0.705641259,-16.84382248,-1.523921329,-24.90596771,-1.685906871,19.25332451,-1.713577891,-2.673920155,-1.405398069,-7.424468994,-0.764348515,-0.00979788,0.669048965,0.669392586,10.21801567,7.581719398,1.539977074,215.0250854,0.423140407,0.422561109,-0.072375824,10.83795107,5.097285748,3.605352879,1.755445361,8.567207336,10.16232491,1.149311583,1.938162673,6187.709438,9745.956908,0.417756587,-262.222765,56.57172775,-91.2787641,-17.57911491,28.49650396,4.598005295,-25.69026119,-11.3649435,8.096460011,5.565714836,-3.143863231,-1.520613074,-3.836028367,3.323096275,5.662908145,0.348228335,-5.221282087,-3.9557724,0.662255675,-6.913915634,-3.15357985,-6.543809891,0.634394611,1.949659109,-1.623218133,0.957502186,Asthma
0.00129137,0.046613188,0.046635828,13.19060412,12.11448614,1.482576198,304.4045393,0.033472696,0.033472189,0.054986069,10.6995537,0.697098595,3.905370754,0.291893662,1.819473681,13.19669746,8.58288008,99.09240978,1041.137656,1235.364664,4.07E-05,-621.2559175,-542.8646172,58.27167335,132.401902,26.56428383,55.32716992,4.264505482,20.0707153,5.069729319,8.845682976,20.33864312,1.919872387,29.81142891,5.982998062,22.32105523,10.71509253,4.820347774,7.089847207,-7.355175649,3.024983567,-6.372117099,4.849846951,2.559566205,11.75468383,9.193279407,15.91399229,2.361923218,9.567223549,9.854463577,53.97512054,1.715328574,1.167050123,2913.313477,9.073754311,7.258229733,0.627515396,-1.543284112,21.85647392,7.97704649,7.049179077,33.01262665,49.76768875,2.319391142,4.851894276,2414.242786,5286.401367,0.084129818,254.3650513,-192.9535224,87.81077576,118.4517678,24.68244362,46.20075322,21.89677429,27.94174089,3.070513725,15.00238588,17.58837128,8.786715008,14.73100281,4.392147118,0.409916937,1.315451651,-4.629581928,-0.916695548,-40.39571762,-2.000387658,4.056254864,-2.294309185,8.468517303,-1.895296894,-7.564557552,-1.253274063,-0.003115517,0.344785154,0.345607102,5.999543667,6.652601242,1.464583039,94.31261444,0.23811014,0.236027107,-0.286508414,7.090076516,2.610597372,2.223828316,0.907473147,5.071309566,5.987485886,1.119019717,1.858779763,6255.550215,9585.078483,0.410234809,-338.4417191,-11.90151596,-86.62714289,-20.5148735,16.44609064,2.585101604,-22.98816774,-10.0792942,3.528554474,0.698293388,4.284581693,-3.073016644,-4.064050411,-0.803624153,5.082828169,-0.685613871,-3.390511765,-4.149982452,2.759390074,-3.231680393,-3.212491878,0.833168864,2.244798168,-1.793540478,-2.643200465,-2.790590763,Asthma
0.005224112,0.05998469,0.060274201,17.04811858,10.01406413,1.400386118,512.7735347,0.044945639,0.044945608,-0.009179553,6.020543804,0.815332358,4.271596903,0.34733191,2.340381563,17.1282741,9.438454264,126.5145006,1097.155471,1288.631911,8.99E-05,-604.0378797,-512.8841805,60.31611814,131.6381138,24.60100486,49.05708606,-0.925642603,23.71232953,-1.225094494,11.58196781,14.02078202,5.262193542,23.25065741,10.98151925,15.7346623,14.45441289,-0.018283421,10.48251071,-8.202124724,2.390171721,-2.550158452,1.403881788,9.593718229,7.020366272,17.23534557,8.473888599,-34.3625679,42.74846649,54.84722137,300.4105835,1.930309176,1.580007792,90246.52344,39.51545715,30.92359161,-0.771540615,-1.293501093,111.1324692,11.41030025,-49.5868454,199.7606812,330.9602661,2.021441765,2.87872058,2594.37989,6212.329102,0.103061199,429.8572083,-190.9619843,76.69306946,124.8166498,31.68269348,37.04664213,15.43758392,17.01862965,2.850371838,3.341793034,37.23492432,-0.629183003,9.506641388,-1.599429703,4.090017319,-1.154677266,-18.47739792,-1.244337839,-32.1277771,-1.512649702,18.37820435,-1.821666149,-0.866421103,-1.389407106,-8.969697952,-0.526872593,-0.007064264,1.486527443,1.486908078,14.0452652,6.291749001,1.64211762,351.9432983,0.824552059,0.823466957,-0.02102348,7.092368196,10.29555035,4.163445473,3.438479424,11.66317463,13.90707207,1.074709711,2.11609806,6441.830328,9759.535475,0.378777266,-225.451482,79.03753662,-62.87838629,-30.53606415,13.66121638,0.606175661,-17.30034418,-9.064002037,6.478502629,1.50528872,-3.648847281,-6.835717201,-5.752853553,0.385612667,-1.422758986,-0.115477264,-5.890025319,-6.146501064,-0.62542734,-6.27095747,-3.337378689,-0.967668772,2.417170345,2.026160717,-0.259721048,-1.174679995,Asthma
0.005057922,0.051475687,0.05177332,14.64370627,9.088564009,1.588906405,534.7840366,0.037779244,0.037777482,-0.034203999,10.46920583,0.639640726,4.093178662,0.262757932,2.393948985,14.72702225,7.657362637,81.95868145,1284.623795,1527.125851,0.000132211,-618.1167586,-523.6778917,66.5805239,147.8917214,32.08761428,50.15815844,5.074306611,4.402491276,-0.456079306,-0.306133873,7.460559337,-2.29772802,10.67996621,1.773090229,0.765875771,12.90192166,-14.15626448,14.03929245,-20.38884685,5.531493511,-13.26164941,2.534483039,-0.205130983,7.501871433,8.341927213,9.909253838,-3.68284893,15.91376495,16.33436012,89.46697235,1.871824503,1.202007771,8004.338867,14.61183357,11.60426617,-0.764749614,-1.291543042,38.90052414,8.987738609,-8.008892059,56.35193634,83.11875916,2.203945888,4.446599887,2741.868768,6869.091797,0.120429553,316.7562561,-154.7098278,74.43667603,124.3843214,35.49503326,46.35311699,9.473841667,28.30295673,-5.200323105,15.09732994,40.7620697,8.982366568,6.652556419,4.554260852,0.87185061,1.360437968,-21.3469677,-0.983614155,-24.55752563,-2.072781946,6.217610836,-2.343687542,-0.091634162,-1.902809778,-8.626493454,-1.273493838,-0.005776989,0.814203203,0.814576685,9.884820938,7.001585007,1.597426891,174.2172089,0.49376139,0.492964715,0.06653301,11.02654856,5.506561756,3.776180983,1.795433044,8.113890648,9.792479515,1.208865635,1.971201349,6219.412044,9648.137989,0.383096099,-254.3571295,57.90493011,-74.80379804,-22.7075386,1.237094754,1.018760204,-21.0270859,-8.531733513,12.39125763,4.329187393,-0.021331157,-6.491692543,-2.627565507,1.029481888,-3.809320036,1.294907093,-0.655483652,-3.002397537,3.166413261,-4.066060543,-1.939584617,-2.632990837,0.68366802,0.173894405,-1.301588509,1.04571569,Asthma
0.000448122,0.077291676,0.077293429,21.86188312,5.846360819,1.498188768,978.337073,0.057138785,0.057136233,-0.00407654,3.205854356,0.739550787,5.262720448,0.300088881,3.647100814,21.86162259,7.513624639,72.83037021,1046.237327,1301.507257,0.000106965,-566.1327011,-473.8158062,66.96374249,155.0006149,45.26751536,65.92734077,18.83447657,5.788162254,-3.385536123,-8.72108482,-15.68530759,-1.959727678,-17.51360255,7.956543078,-12.42174011,11.9624986,-5.255995339,3.436598324,0.448902013,-9.155653534,3.503556623,-8.10522824,4.514380678,7.561135115,4.625508813,20.12219,3.481799841,18.0287571,18.36189079,100.5722122,1.722113132,1.142829061,10114.77051,16.99552727,13.61149216,0.655201443,-1.484632998,42.00514984,9.221752167,13.25936317,60.30250931,91.62698364,2.419156408,5.390891452,2459.149524,5415.600586,0.085192591,315.1264343,-123.8687623,86.91738892,119.2237634,28.69675827,46.66431443,20.78089142,28.21418685,-5.502024651,15.10554206,23.09609604,8.775595262,15.45754814,4.314336027,0.039969228,1.208282452,-8.331048965,-1.005102461,-40.24958038,-2.042669553,9.579069138,-2.299825658,5.749714851,-1.879803835,-7.257974625,-1.231672828,-0.008181708,0.771656275,0.772852659,11.98933697,4.563565731,1.453361273,279.3177185,0.518968344,0.518039584,0.067912253,2.44755198,4.840500832,4.047862053,1.762412071,10.0750103,11.94200897,0.912970405,1.181976086,6202.463263,9571.132015,0.411099255,-244.2553098,77.95675659,-84.29577666,-26.99467468,-19.94656463,-3.974808455,-7.062564452,-7.312244415,3.070163037,1.00837779,5.926547406,-1.68961823,1.14558342,4.577887535,-1.835779984,-0.459019363,-4.461285712,-6.154471397,1.147612321,-2.380100965,0.138748464,1.54967916,2.09103162,1.048728466,-1.668433308,-2.097148657,Asthma
0.000819779,0.038175759,0.038187167,10.80096197,13.88727304,1.377558614,277.4794723,0.02885372,0.028852584,-0.021230444,12.41964893,0.588721416,2.994528728,0.248882111,1.983109189,10.80402346,6.930209999,68.92921605,2191.288042,2526.928244,0.000523466,-660.1540168,-515.0471483,52.75188519,132.6788409,-29.3963204,0.257788903,-12.84476172,21.2789102,22.7278917,-1.824946009,9.769768552,-1.225398727,-0.504621837,-1.235114742,8.512397933,11.01026238,0.289811585,4.130892657,-15.37452576,1.792335255,-10.84060728,5.851161777,4.825475554,6.148266167,13.67364483,4.882892951,2.007430077,7.227017403,7.500636578,41.08267975,1.755182862,1.196574569,1687.786499,6.803738594,5.486844063,0.65636559,-1.481000999,16.8407383,7.431173325,5.66435194,25.03850174,38.36284637,2.183948612,4.223228645,2409.134386,5297.167969,0.080492504,224.3852539,-227.7898497,87.63406372,119.830467,31.10682106,45.86105681,18.64068985,27.72643659,-2.543186188,14.83638336,23.87429047,8.769679894,15.45762253,4.460344303,2.26778841,1.40346583,-9.286128998,-0.847475096,-41.81800079,-1.951317325,9.550947189,-2.272153063,7.062220097,-1.88962115,-9.08667469,-1.266248491,-0.006659424,0.421922773,0.422625899,6.580929756,7.248835087,1.476734877,78.09000397,0.278739214,0.278003097,0.059446729,7.10952551,3.008110762,3.077742577,1.089239359,5.483334541,6.554029465,1.051512146,1.628564646,6044.193814,9507.268989,0.412204593,-304.1912306,34.45555878,-66.48556319,-16.73843002,-2.93514724,-0.315389156,-11.83716417,-4.99710083,11.03625944,3.765866041,-1.365377947,-4.179932594,4.672627657,-0.155528545,-2.997285228,-3.838472128,-4.934418952,-2.297871113,3.501837511,1.736148357,-3.721143759,-0.972875834,1.679039476,-1.817380428,-4.016261922,-1.722468138,Asthma
